Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Country Name,Region,Dis Mag Value,Total Deaths,No Injured,No Suffered,No Homeless,Total Affected,CPI
2015,Meteorological,Storm,Convective storm,China,Eastern Asia,139,7,37,0,2500,2537,92.70882199
2015,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,3,263,0,9000,9263,92.70882199
2015,Geophysical,Earthquake,Ground movement,China,Eastern Asia,8,29,383,200000,7500,207883,92.70882199
2016,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,2,0,0,5000,5000,93.87843648
2016,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,119,35,0,36000,0,36000,93.87843648
2016,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,1,0,37200,0,37200,93.87843648
2016,Meteorological,Storm,Convective storm,China,Eastern Asia,125,102,1000,45000,0,46000,93.87843648
2016,Hydrological,Flood,Flash flood,China,Eastern Asia,383224,5,0,216000,3300,219300,93.87843648
2017,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,8,23,0,4560,4583,95.87816577
2017,Geophysical,Earthquake,Ground movement,China,Eastern Asia,7,29,525,217500,300,218325,95.87816577
2019,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,63,15123,396,15582,100
2019,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,1,63,15123,396,15582,100
2019,Geophysical,Earthquake,Ground movement,China,Eastern Asia,5,2,12,32733,27,32772,100
2019,Meteorological,Storm,Tropical cyclone,China,Eastern Asia,175,72,0,108000,0,108000,100
2019,Geophysical,Earthquake,Ground movement,China,Eastern Asia,6,13,220,244000,0,244220,100
1995,Geophysical,Earthquake,Ground movement,Cyprus,Western Asia,6,2,5,1710,150,1865,59.60449489
1991,Geophysical,Earthquake,Ground movement,Georgia,Western Asia,6,8,200,2190,1350,3740,53.27115662
1992,Geophysical,Earthquake,Ground movement,Georgia,Western Asia,7,1,10,0,0,10,54.88464241
1995,Hydrological,Flood,Riverine flood,Georgia,Western Asia,8420,1,0,300,0,300,59.60449489
1997,Hydrological,Flood,Riverine flood,Georgia,Western Asia,31950,4,0,300,0,300,62.7858352
2002,Geophysical,Earthquake,Ground movement,Georgia,Western Asia,5,6,70,18000,1086,19156,70.35781897
2004,Hydrological,Flood,Riverine flood,Georgia,Western Asia,2160,1,0,0,90,90,73.88141244
2012,Hydrological,Flood,Flash flood,Georgia,Western Asia,15849,5,18,100000,0,100018,89.80529293
2015,Hydrological,Flood,Flash flood,Georgia,Western Asia,13023,40,0,10320,0,10320,92.70882199
1993,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,102,2,30,100,59,189,56.50464564
1993,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,180,4,183,21,0,204,56.50464564
1993,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,130,1,48,210,0,258,56.50464564
1997,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,118,1,55,200,0,255,62.7858352
1999,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,234,2,493,0,0,493,65.15554686
2003,Meteorological,Storm,Tropical cyclone,Hong Kong,Eastern Asia,180,4,22,0,0,22,71.95500655
1967,Geophysical,Earthquake,Ground movement,India,Southern Asia,7,177,2272,50000,0,52272,13.04806211
1970,Geophysical,Earthquake,Ground movement,India,Southern Asia,5,26,200,0,0,200,15.18633546
1980,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,13,40,0,0,40,32.23389323
1982,Meteorological,Storm,Tropical cyclone,India,Southern Asia,220,244,493,300000,0,300493,37.74582208
1984,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,20,100,800,10000,10900,40.63380386
1985,Hydrological,Flood,Riverine flood,India,Southern Asia,254240,95,0,25000,0,25000,42.07452677
1985,Hydrological,Flood,Riverine flood,India,Southern Asia,90000,557,0,152000,0,152000,42.07452677
1986,Geophysical,Earthquake,Ground movement,India,Southern Asia,5,6,30,0,0,30,42.87312983
1986,Hydrological,Flood,Riverine flood,India,Southern Asia,2400,187,0,245000,0,245000,42.87312983
1987,Meteorological,Storm,Tropical cyclone,India,Southern Asia,800,38,0,50000,0,50000,44.44423842
1991,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,1500,1383,53000,0,54383,53.27115662
1991,Hydrological,Flood,Riverine flood,India,Southern Asia,491400,72,0,300000,0,300000,53.27115662
1992,Meteorological,Storm,Tropical cyclone,India,Southern Asia,140,25,100,0,0,100,54.88464241
1993,Meteorological,Storm,Tropical cyclone,India,Southern Asia,200,125,500,0,0,500,56.50464564
1993,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,9748,30000,0,0,30000,56.50464564
1993,Meteorological,Storm,Tropical cyclone,India,Southern Asia,120,61,0,12000,60000,72000,56.50464564
1994,Meteorological,Storm,Tropical cyclone,India,Southern Asia,125,208,0,428500,0,428500,57.97797424
1996,Hydrological,Flood,Riverine flood,India,Southern Asia,177500,388,0,100000,0,100000,61.35162973
1996,Meteorological,Storm,Tropical cyclone,India,Southern Asia,180,6,0,335000,0,335000,61.35162973
1997,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,43,1500,125000,30000,156500,62.7858352
1998,Meteorological,Storm,Convective storm,India,Southern Asia,110,250,2500,38000,0,40500,63.76045524
1999,Meteorological,Storm,Tropical cyclone,India,Southern Asia,200,451,0,40696,0,40696,65.15554686
1999,Geophysical,Earthquake,Ground movement,India,Southern Asia,7,100,394,372000,105500,477894,65.15554686
2000,Hydrological,Flood,Flash flood,India,Southern Asia,129500,179,16,0,252000,252016,67.35575898
2001,Hydrological,Flood,Riverine flood,India,Southern Asia,4470,86,0,40000,0,40000,69.25933995
2002,Hydrological,Flood,Riverine flood,India,Southern Asia,6770,33,50,0,0,50,70.35781897
2002,Geophysical,Earthquake,Ground movement,India,Southern Asia,7,2,0,0,200,200,70.35781897
2002,Hydrological,Flood,Riverine flood,India,Southern Asia,79000,22,0,5000,0,5000,70.35781897
2003,Meteorological,Storm,Tropical cyclone,India,Southern Asia,100,45,4000,0,600,4600,71.95500655
2003,Meteorological,Storm,Tropical cyclone,India,Southern Asia,100,50,0,0,40000,40000,71.95500655
2004,Hydrological,Flood,Riverine flood,India,Southern Asia,9000,45,0,1000,0,1000,73.88141244
2004,Geophysical,Earthquake,Tsunami,India,Southern Asia,9,16389,6913,647599,0,654512,73.88141244
2005,Hydrological,Flood,Riverine flood,India,Southern Asia,308700,23,4,0,2500,2504,76.38802721
2005,Hydrological,Flood,Riverine flood,India,Southern Asia,6530,6,0,5000,0,5000,76.38802721
2005,Hydrological,Flood,Riverine flood,India,Southern Asia,55740,62,0,49000,0,49000,76.38802721
2005,Hydrological,Flood,Riverine flood,India,Southern Asia,619200,126,0,100000,0,100000,76.38802721
2005,Geophysical,Earthquake,Ground movement,India,Southern Asia,8,1309,6622,0,150000,156622,76.38802721
2005,Hydrological,Flood,Riverine flood,India,Southern Asia,312900,89,0,550000,0,550000,76.38802721
2005,Hydrological,Flood,Flash flood,India,Southern Asia,12680,27,0,800000,0,800000,76.38802721
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,170100,24,0,8400,0,8400,78.85225551
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,42690,32,0,10800,0,10800,78.85225551
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,32700,42,0,100000,0,100000,78.85225551
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,40090,47,0,225000,0,225000,78.85225551
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,13110,130,0,300000,0,300000,78.85225551
2006,Hydrological,Flood,Riverine flood,India,Southern Asia,47020,21,0,504000,0,504000,78.85225551
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,106600,62,0,10000,0,10000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,191400,76,0,15000,0,15000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,90280,94,0,20000,0,20000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,21120,44,0,35000,0,35000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,74000,29,0,50000,0,50000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,76740,29,0,50000,0,50000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,61700,225,0,63000,0,63000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,74890,15,0,200000,0,200000,81.10165893
2007,Hydrological,Flood,Flash flood,India,Southern Asia,449300,127,0,200000,0,200000,81.10165893
2007,Hydrological,Flood,Riverine flood,India,Southern Asia,15360,15,0,500000,0,500000,81.10165893
2008,Meteorological,Storm,Convective storm,India,Southern Asia,110,111,50,0,0,50,84.21522909
2008,Hydrological,Flood,Riverine flood,India,Southern Asia,283800,142,0,225000,0,225000,84.21522909
2009,Hydrological,Flood,Riverine flood,India,Southern Asia,35730,70,8,0,0,8,83.91580741
2010,Hydrological,Flood,Flash flood,India,Southern Asia,145000,196,225,12500,0,12725,85.2920606
2010,Hydrological,Flood,Riverine flood,India,Southern Asia,63170,27,0,50000,0,50000,85.2920606
2010,Hydrological,Flood,Riverine flood,India,Southern Asia,147437,53,0,0,400000,400000,85.2920606
2011,Hydrological,Flood,Riverine flood,India,Southern Asia,50117,7,0,11000,0,11000,87.98460292
2011,Hydrological,Flood,Riverine flood,India,Southern Asia,85509,19,0,200000,0,200000,87.98460292
2011,Meteorological,Storm,Tropical cyclone,India,Southern Asia,140,47,0,0,250000,250000,87.98460292
2011,Geophysical,Earthquake,Ground movement,India,Southern Asia,7,112,200,500000,75000,575200,87.98460292
2011,Hydrological,Flood,Riverine flood,India,Southern Asia,28684,47,0,700000,0,700000,87.98460292
2012,Hydrological,Flood,Riverine flood,India,Southern Asia,37710,45,0,200,0,200,89.80529293
2012,Hydrological,Flood,Riverine flood,India,Southern Asia,31390,30,0,1200,0,1200,89.80529293
2013,Geophysical,Earthquake,Ground movement,India,Southern Asia,6,3,70,59280,0,59350,91.12079403
2013,Hydrological,Flood,Riverine flood,India,Southern Asia,131743,6054,4473,500000,0,504473,91.12079403
2014,Hydrological,Flood,Riverine flood,India,Southern Asia,49220,27,0,18500,0,18500,92.59898057
2014,Hydrological,Flood,Riverine flood,India,Southern Asia,61895,95,0,0,650000,650000,92.59898057
2014,Meteorological,Storm,Tropical cyclone,India,Southern Asia,215,53,0,920000,0,920000,92.59898057
2015,Hydrological,Flood,Flash flood,India,Southern Asia,14179,8,0,200,0,200,92.70882199
2015,Geophysical,Earthquake,Ground movement,India,Southern Asia,8,78,560,0,0,560,92.70882199
2015,Hydrological,Flood,Flash flood,India,Southern Asia,70288,44,25,0,2097,2122,92.70882199
2015,Hydrological,Flood,Riverine flood,India,Southern Asia,43782,81,0,9000,0,9000,92.70882199
2015,Meteorological,Storm,Convective storm,India,Southern Asia,150,100,100,125000,0,125100,92.70882199
2016,Geophysical,Earthquake,Ground movement,India,Southern Asia,7,8,308,10500,0,10808,93.87843648
2017,Hydrological,Flood,Flash flood,India,Southern Asia,50536,21,0,4000,0,4000,95.87816577
2017,Meteorological,Storm,Tropical cyclone,India,Southern Asia,130,884,0,60000,0,60000,95.87816577
2018,Meteorological,Storm,Tropical cyclone,India,Southern Asia,100,8,0,10000,0,10000,98.21999062
2018,Meteorological,Storm,Tropical cyclone,India,Southern Asia,126,85,200,300000,0,300200,98.21999062
2018,Meteorological,Storm,Tropical cyclone,India,Southern Asia,120,45,0,500000,0,500000,98.21999062
1965,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,71,0,15000,0,15000,12.32443267
1967,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,71,100,0,0,100,13.04806211
1967,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,54,121,0,8290,8411,13.04806211
1967,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,14,0,0,10000,10000,13.04806211
1969,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,7,64,97,0,6435,6532,14.34862782
1971,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,5,1,6,6885,0,6891,15.83825463
1976,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,133,0,7000,0,7000,22.25960139
1976,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,420,0,15000,0,15000,22.25960139
1976,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,573,4755,450000,0,454755,22.25960139
1977,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,185,75,3900,0,3975,23.706851
1979,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,32,619,0,0,619,28.3875989
1979,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,5,0,1500,0,1500,28.3875989
1979,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,2,5,5000,0,5005,28.3875989
1979,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,34,48,18000,18000,36048,28.3875989
1979,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,26,200,43000,0,43200,28.3875989
1981,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,306,0,2682,0,2682,35.56517152
1982,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,13,417,6400,2000,8817,37.74582208
1984,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,2,89,0,0,89,40.63380386
1985,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,10,7,0,0,7,42.07452677
1985,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,16540,21,0,300,0,300,42.07452677
1985,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,77090,10,0,2000,0,2000,42.07452677
1987,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,2,1,15000,0,15001,44.44423842
1987,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,125,100,16000,1000,17100,44.44423842
1989,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,120,196,17000,0,17196,48.48936537
1990,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,32,2140,0,2172,51.106795
1990,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,5,36,7000,0,7036,51.106795
1990,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,23640,169,0,21000,0,21000,51.106795
1991,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,28,191,15000,1000,16191,53.27115662
1992,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,2500,2103,0,90000,92103,54.88464241
1993,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,4050,72,0,8000,0,8000,56.50464564
1993,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,19200,59,0,259553,0,259553,56.50464564
1994,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,52,2385,0,2437,57.97797424
1994,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,239,440,8280,0,8720,57.97797424
1994,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,207,1449,37620,10330,49399,57.97797424
1994,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1820,5,0,50000,0,50000,57.97797424
1994,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,36280,33,0,187131,0,187131,57.97797424
1994,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,7,40,200000,0,200040,57.97797424
1995,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,15,26,150,0,176,59.60449489
1995,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,10,27,0,2200,0,2200,59.60449489
1995,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,9,47,0,26000,10000,36000,59.60449489
1995,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,84,1868,52665,35685,90218,59.60449489
1995,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,550,18,472,201000,0,201472,59.60449489
1996,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,67730,34,21,506,0,527,61.35162973
1996,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,11940,13,7,5000,0,5007,61.35162973
1996,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,9,0,0,13000,13000,61.35162973
1996,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,166,423,20125,5090,25638,61.35162973
1997,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,20,300,2805,0,3105,62.7858352
1998,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,0,310,190,500,63.76045524
1998,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,33,88,3800,2560,6448,63.76045524
1999,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,5,220,14000,2700,16920,65.15554686
2000,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,1,0,3000,0,3000,67.35575898
2000,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,590,38,0,39852,0,39852,67.35575898
2000,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,11400,126,0,50000,0,50000,67.35575898
2000,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,45,270,0,52500,52770,67.35575898
2000,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,103,2714,200000,2000,204714,67.35575898
2000,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,300,100,21,386000,0,386021,67.35575898
2001,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,9125,15,0,0,2000,2000,69.25933995
2001,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1270,257,4,0,3690,3694,69.25933995
2002,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1490,21,0,40,0,40,70.35781897
2002,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,3,60,0,0,60,70.35781897
2002,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,942,14,0,780,0,780,70.35781897
2002,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,4170,13,0,2000,0,2000,70.35781897
2002,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,8,8,632,8450,0,9082,70.35781897
2002,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,17000,13,0,87000,0,87000,70.35781897
2002,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,41000,150,750,500000,0,500750,70.35781897
2003,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,1,7,100,140,247,71.95500655
2003,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,600,241,30,1468,0,1498,71.95500655
2003,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1500,8,0,25000,0,25000,71.95500655
2003,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,540,3,0,33000,0,33000,71.95500655
2003,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,79400,148,0,350000,0,350000,71.95500655
2004,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,5,5,7,500,0,507,73.88141244
2004,Meteorological,Storm,Convective storm,Indonesia,South-Eastern Asia,75,4,0,2400,0,2400,73.88141244
2004,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,32,213,12620,0,12833,73.88141244
2004,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,280,5,0,13000,0,13000,73.88141244
2004,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,37,682,13390,0,14072,73.88141244
2004,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,40,30000,0,30040,73.88141244
2004,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,33,311,83070,0,83381,73.88141244
2004,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,9,165708,0,0,532898,532898,73.88141244
2005,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,4,680,0,684,76.38802721
2005,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,1730,47,18,750,0,768,76.38802721
2005,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,2460,28,211,12000,0,12211,76.38802721
2005,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,9,915,1146,104167,0,105313,76.38802721
2006,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,14,0,100,114,78.85225551
2006,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,19040,22,2,400,0,402,78.85225551
2006,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,8,200,1000,0,1200,78.85225551
2006,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,7,3,2,1200,0,1202,78.85225551
2006,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,73070,19,0,10000,0,10000,78.85225551
2006,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,33830,39,39,17500,0,17539,78.85225551
2006,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,23710,52,0,18250,0,18250,78.85225551
2006,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,3100,236,56,28505,670,29231,78.85225551
2006,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,8,802,543,35000,0,35543,78.85225551
2007,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,2400,15,0,2000,0,2000,81.10165893
2007,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,4600,88,12,3377,0,3389,81.10165893
2007,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,3220,74,26,11530,0,11556,81.10165893
2007,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,3,1800,20000,0,21800,81.10165893
2007,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,34350,4,0,60000,0,60000,81.10165893
2007,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,67,826,136834,0,137660,81.10165893
2007,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1800,68,1,217086,0,217087,81.10165893
2007,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,50690,127,95,259545,9875,269515,81.10165893
2007,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,25,82,422685,36800,459567,81.10165893
2008,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,3,25,0,0,25,84.21522909
2008,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,5,2,60,565,0,625,84.21522909
2008,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,400,14,0,7000,0,7000,84.21522909
2008,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,6,77,10000,0,10077,84.21522909
2008,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,11590,3,0,12000,0,12000,84.21522909
2008,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,126700,24,0,15000,0,15000,84.21522909
2008,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,810,3,0,40000,0,40000,84.21522909
2008,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,380,3,0,88261,1500,89761,84.21522909
2008,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,9851,16,0,118000,0,118000,84.21522909
2009,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,2,100,1410,0,1510,83.91580741
2009,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,19200,64,0,1600,0,1600,83.91580741
2009,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,8,5,250,4000,0,4250,83.91580741
2009,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,60610,18,0,12000,0,12000,83.91580741
2009,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,128,1442,338350,0,339792,83.91580741
2010,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,23685,16,0,200,0,200,85.2920606
2010,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,17,0,0,4600,4600,85.2920606
2010,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,8,530,412,11452,0,11864,85.2920606
2010,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,106460,21,7,15000,0,15007,85.2920606
2011,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,2457,10,0,54,0,54,87.98460292
2011,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,9,1,0,0,95,95,87.98460292
2011,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,41506,21,0,750,0,750,87.98460292
2011,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,17351,18,0,3000,0,3000,87.98460292
2012,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,9,7,107,0,0,107,89.80529293
2012,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,6,43,5485,2355,7883,89.80529293
2013,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,15,500,0,515,91.12079403
2013,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,67600,8,0,1000,0,1000,91.12079403
2013,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,5,1,3,2735,0,2738,91.12079403
2013,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,48,2532,53403,0,55935,91.12079403
2013,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,28874,17,0,58040,0,58040,91.12079403
2013,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,1746,34,0,248846,0,248846,91.12079403
2014,Hydrological,Flood,Riverine flood,Indonesia,South-Eastern Asia,35769,32,0,20000,0,20000,92.59898057
2016,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,104,857,85161,0,86018,93.87843648
2017,Meteorological,Storm,Tropical cyclone,Indonesia,South-Eastern Asia,65,11,35,0,2000,2035,95.87816577
2017,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,4,36,8859,0,8895,95.87816577
2018,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,10,24,755,0,779,98.21999062
2018,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,1,11,13800,0,13811,98.21999062
2018,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,14,135,102717,0,102852,98.21999062
2018,Geophysical,Earthquake,Tsunami,Indonesia,South-Eastern Asia,8,4340,2531,206494,0,209025,98.21999062
2018,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,564,1584,445343,70000,516927,98.21999062
2019,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,6,9,45,1250,0,1295,100
2019,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,6,4,2100,0,2104,100
2019,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,8,134,5790,5880,11804,100
2019,Geophysical,Earthquake,Ground movement,Indonesia,South-Eastern Asia,7,31,179,247239,0,247418,100
2019,Hydrological,Flood,Flash flood,Indonesia,South-Eastern Asia,24987,66,110,501000,0,501110,100
